date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:36	32112/32112	---M--	200	added ('OK')	image/jpeg	etag:%22406a55b-7d70-55f3a77ab2500%22	http://nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem07.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem07.jpg	(from http://nayrathemes.com/demo/html/startkit/gallery.html)
11:18:39	43843/43843	---M--	200	added ('OK')	image/jpeg	etag:%22406a55d-ab43-55f3a774f9780%22	http://nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem09.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem09.jpg	(from http://nayrathemes.com/demo/html/startkit/gallery.html)
11:18:43	9165/9165	---M--	200	added ('OK')	image/jpeg	etag:%22406a54e-23cd-55f2019ae5180%22	http://nayrathemes.com/demo/html/startkit/assets/img/blog/recentpost01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/blog/recentpost01.jpg	(from http://nayrathemes.com/demo/html/startkit/blog-left-sidebar.html)
11:18:45	36672/36672	---M-Z	200	added ('OK')	text/html	etag:%22406008e-8f40-5644584f93980-gzip%22	http://nayrathemes.com/demo/html/startkit/blog-right-sidebar.html	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/blog-right-sidebar.html	(from http://nayrathemes.com/demo/html/startkit/)
11:18:47	26998/26998	---M-Z	200	added ('OK')	text/html	etag:%22406a50b-6976-56445860be200-gzip%22	http://nayrathemes.com/demo/html/startkit/contact-us.html	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/contact-us.html	(from http://nayrathemes.com/demo/html/startkit/)
11:18:49	96359/96359	---M--	200	added ('OK')	image/jpeg	etag:%22406a545-17867-55f2016765800%22	http://nayrathemes.com/demo/html/startkit/assets/img/blog/blogpost01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/blog/blogpost01.jpg	(from http://nayrathemes.com/demo/html/startkit/blog-left-sidebar.html)
11:18:52	111714/111714	---M--	200	added ('OK')	image/jpeg	etag:%22406a546-1b462-55f20170eee80%22	http://nayrathemes.com/demo/html/startkit/assets/img/blog/blogpost02.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/blog/blogpost02.jpg	(from http://nayrathemes.com/demo/html/startkit/blog-left-sidebar.html)
11:18:54	108484/108484	---M--	200	added ('OK')	image/jpeg	etag:%22406a548-1a7c4-55f20187d2480%22	http://nayrathemes.com/demo/html/startkit/assets/img/blog/blogpost04.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/blog/blogpost04.jpg	(from http://nayrathemes.com/demo/html/startkit/blog-left-sidebar.html)
11:18:54	1413/1413	---M--	200	added ('OK')	image/png	etag:%22406a57a-585-55e42cf0ad780%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/service/serviceicon02.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/service/serviceicon02.png	(from http://nayrathemes.com/demo/html/startkit/)
11:18:55	23709/23709	---M--	200	added ('OK')	image/jpeg	etag:%22406a56e-5c9d-55e42cf47e080%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/portfolio/portfolio02.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/portfolio/portfolio02.jpg	(from http://nayrathemes.com/demo/html/startkit/)
11:18:55	34073/34073	---M--	200	added ('OK')	image/jpeg	etag:%22406a572-8519-55e42cf295c00%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/portfolio/portfolio06.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/portfolio/portfolio06.jpg	(from http://nayrathemes.com/demo/html/startkit/)
11:18:56	11303/11303	---M--	200	added ('OK')	image/png	etag:%22406a588-2c27-55e42cecdce80%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/testimonial/testimonial02.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/testimonial/testimonial02.png	(from http://nayrathemes.com/demo/html/startkit/)
11:18:58	22839/22839	---M--	200	added ('OK')	image/jpeg	etag:%22406a566-5937-55e42ceaf4a00%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/blog/blog03.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/blog/blog03.jpg	(from http://nayrathemes.com/demo/html/startkit/)
11:18:59	2357/2357	---M--	200	added ('OK')	application/javascript	etag:%22406a5e4-935-55efc15cbca80%22	http://nayrathemes.com/demo/html/startkit/assets/js/map-script.js	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/js/map-script.js	(from http://nayrathemes.com/demo/html/startkit/)
11:19:00	21249/21249	---M--	200	added ('OK')	application/javascript	etag:%22406a5e2-5301-55eec3855e780%22	http://nayrathemes.com/demo/html/startkit/assets/js/jquery.shuffle.min.js	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/js/jquery.shuffle.min.js	(from http://nayrathemes.com/demo/html/startkit/)
11:19:02	54598/54598	---M--	200	added ('OK')	text/css	etag:%22406a52a-d546-56393a6b86d00%22	http://nayrathemes.com/demo/html/startkit/assets/css/style.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/style.css	(from http://nayrathemes.com/demo/html/startkit/)
11:19:03	1490/1490	---M--	200	added ('OK')	image/png	etag:%22406a596-5d2-563935da52680%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-1.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-1.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default1.css)
11:19:04	50564/50564	---M--	200	added ('OK')	application/javascript	etag:%22406a5dc-c584-55e6b7d860500%22	http://nayrathemes.com/demo/html/startkit/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/js/bootstrap.min.js	(from http://nayrathemes.com/demo/html/startkit/)
11:19:04	1786/1786	---M--	200	added ('OK')	image/png	etag:%22406a590-6fa-563936a850c80%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-4.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-4.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default4.css)
11:19:04	9584/9584	---M--	200	added ('OK')	text/css	etag:%22406a51e-2570-563933a7a7700%22	http://nayrathemes.com/demo/html/startkit/assets/css/colors/default5.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/colors/default5.css	(from http://nayrathemes.com/demo/html/startkit/)
11:19:05	1553/1553	---M--	200	added ('OK')	image/png	etag:%22406a59c-611-56393768f5300%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-6.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-6.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default6.css)
11:19:06	1506/1506	---M--	200	added ('OK')	image/png	etag:%22406a59e-5e2-563937ec90980%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-8.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-8.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default8.css)
11:19:06	9580/9580	---M--	200	added ('OK')	text/css	etag:%22406a522-256c-56393445f6c80%22	http://nayrathemes.com/demo/html/startkit/assets/css/colors/default9.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/colors/default9.css	(from http://nayrathemes.com/demo/html/startkit/)
11:19:06	97162/97162	---M--	200	added ('OK')	application/javascript	etag:%22406a5de-17b8a-55af008369900%22	http://nayrathemes.com/demo/html/startkit/assets/js/jquery-3.2.1.min.js	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/js/jquery-3.2.1.min.js	(from http://nayrathemes.com/demo/html/startkit/)
11:19:07	14220/14220	---M--	200	added ('OK')	image/png	etag:%22406a53b-378c-5609829322180%22	http://nayrathemes.com/demo/html/startkit/assets/img/aboutus/clients/client-1.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/aboutus/clients/client-1.png	(from http://nayrathemes.com/demo/html/startkit/about-us.html)
11:19:08	1152/1152	---M--	200	added ('OK')	image/png	etag:%22406a5d8-480-55eedd74d9800%22	http://nayrathemes.com/demo/html/startkit/assets/img/service/serviceicon02.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/service/serviceicon02.png	(from http://nayrathemes.com/demo/html/startkit/service.html)
11:19:11	29778/29778	---M--	200	added ('OK')	image/jpeg	etag:%22406a5ac-7452-55ef7e5081b00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/2-column/portfolio06.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/2-column/portfolio06.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-2-column.html)
11:19:11	14639/14639	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b3-392f-55ef7c6df2880%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio01.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:19:12	35639/35639	---M--	200	added ('OK')	image/jpeg	etag:%22406a5a9-8b37-55ef7e3b86980%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/2-column/portfolio03.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/2-column/portfolio03.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-2-column.html)
11:19:15	25905/25905	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b5-6531-55ef7c777bf00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio03.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio03.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:19:16	60311/60311	---M--	200	added ('OK')	image/jpeg	etag:%22406a5a5-eb97-55ef7e70ee780%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/2-column/exclusive01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/2-column/exclusive01.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-2-column.html)
11:19:16	15633/15633	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b9-3d11-55ef7c9418280%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio07.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio07.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:19:19	41156/41156	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b8-a0c4-55ef7c8a8ec00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio06.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio06.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:19:19	23325/23325	---M--	200	added ('OK')	image/jpeg	etag:%22406a5bb-5b1d-55ef7c9da1900%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio09.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio09.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:19:19	16715/16715	---M--	200	added ('OK')	image/jpeg	etag:%22406a5bc-414b-55ef7ca913400%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio10.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio10.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:19:20	27015/27015	---M--	200	added ('OK')	image/jpeg	etag:%22406a5be-6987-55ef7cb66d380%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio12.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio12.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:19:23	9397/9397	---M--	200	added ('OK')	image/jpeg	etag:%22406a5ca-24b5-55eef9c4c6400%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio07.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio07.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
11:19:23	14389/14389	---M--	200	added ('OK')	image/jpeg	etag:%22406a5c8-3835-55eef9b39bb80%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio05.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio05.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
11:19:23	12473/12473	---M--	200	added ('OK')	image/jpeg	etag:%22406a5cb-30b9-55eef9ca7f180%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio08.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio08.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
11:19:23	48011/48011	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b2-bb8b-55ef7ccf38e00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/exclusive03.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/exclusive03.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:19:25	16484/16484	---M--	200	added ('OK')	image/jpeg	etag:%22406a5ce-4064-55eef9e162780%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio11.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio11.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
11:19:25	27497/27497	---M-Z	200	added ('OK')	text/html	etag:%22406a511-6b69-56445884fb780-gzip%22	http://nayrathemes.com/demo/html/startkit/portfolio-masonary.html	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/portfolio-masonary.html	(from http://nayrathemes.com/demo/html/startkit/)
11:19:26	22132/22132	---M--	200	added ('OK')	image/jpeg	etag:%22406a5c0-5674-55ef01846ac00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/exclusive01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/exclusive01.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
11:19:27	27645/27645	---M--	200	added ('OK')	image/jpeg	etag:%22406a5c3-6bfd-55ef06e585d00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/exclusive04.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/exclusive04.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
11:19:29	25359/25359	---M--	200	added ('OK')	image/jpeg	etag:%22406a55a-630f-55f3a75c2dd00%22	http://nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem06.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem06.jpg	(from http://nayrathemes.com/demo/html/startkit/gallery.html)
11:19:30	16231/16231	---M--	200	added ('OK')	image/png	etag:%22406a544-3f67-55f47c64ff980%22	http://nayrathemes.com/demo/html/startkit/assets/img/blog/avatar01.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/blog/avatar01.png	(from http://nayrathemes.com/demo/html/startkit/blog-single.html)
11:19:32	44039/44039	---M--	200	added ('OK')	image/jpeg	etag:%22406a55c-ac07-55f3a76d58580%22	http://nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem08.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/gallery/galleryitem08.jpg	(from http://nayrathemes.com/demo/html/startkit/gallery.html)
11:19:33	8206/8206	---M--	200	added ('OK')	application/javascript	etag:%22406a5e7-200e-55fd5d859f480%22	http://nayrathemes.com/demo/html/startkit/assets/js/wow.min.js	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/js/wow.min.js	(from http://nayrathemes.com/demo/html/startkit/)
11:19:33	1840/1840	---M--	200	added ('OK')	application/javascript	etag:%22406a5eb-730-54e3d49d1a180%22	http://nayrathemes.com/demo/html/startkit/demo/styleswitcher.js	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/demo/styleswitcher.js	(from http://nayrathemes.com/demo/html/startkit/)
11:19:34	28311/28311	---M--	200	added ('OK')	image/jpeg	etag:%22406a564-6e97-55e42cecdce80%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/blog/blog01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/blog/blog01.jpg	(from http://nayrathemes.com/demo/html/startkit/)
11:19:37	93333/93333	---M--	200	added ('OK')	text/css	etag:%22406a524-16c95-55e7361866180%22	http://nayrathemes.com/demo/html/startkit/assets/css/icofont.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/icofont.css	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:37	2621/2621	---M--	200	added ('OK')	text/css	etag:%22406a526-a3d-5110907fdba80%22	http://nayrathemes.com/demo/html/startkit/assets/css/meanmenu.min.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/meanmenu.min.css	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:38	23848/23848	---M--	200	added ('OK')	text/css	etag:%22406a515-5d28-55ed72eb2c280%22	http://nayrathemes.com/demo/html/startkit/assets/css/animate.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/animate.css	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:40	6702/6702	---M--	200	added ('OK')	text/css	etag:%22406a52b-1a2e-5603e66e3d780%22	http://nayrathemes.com/demo/html/startkit/assets/css/widget.css	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/css/widget.css	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:42	1041/1041	---M--	200	added ('OK')	image/png	etag:%22406a5a1-411-55e42418a7a00%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:42	166200/166200	---M--	200	added ('OK')	image/jpeg	etag:%22406a547-28938-55f2017c60980%22	http://nayrathemes.com/demo/html/startkit/assets/img/blog/blogpost03.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/blog/blogpost03.jpg	(from http://nayrathemes.com/demo/html/startkit/blog-left-sidebar.html)
11:19:42	19626/19626	---M--	200	added ('OK')	image/png	etag:%22406a5a2-4caa-55e422ccc6b00%22	http://nayrathemes.com/demo/html/startkit/assets/img/pattern.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/pattern.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:43	731/731	---M--	200	added ('OK')	image/png	etag:%22406a5a0-2db-55f9eb6544200%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:44	17074/17074	---M--	200	added ('OK')	image/jpeg	etag:%22406a56a-42b2-55e42cf0ad780%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/features/features03.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/features/features03.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:52	74487/74487	---M--	200	added ('OK')	image/jpeg	etag:%22406a561-122f7-55e42c9ad8d00%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/background/factbg.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/background/factbg.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:52	44059/44059	---M--	200	added ('OK')	image/jpeg	etag:%22406a562-ac1b-55e42d111a400%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/background/subscribebg.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/background/subscribebg.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:19:59	31759/31759	---M--	200	added ('OK')	image/jpeg	etag:%22406a540-7c0f-55eeae69d9b00%22	http://nayrathemes.com/demo/html/startkit/assets/img/aboutus/skillbg01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/aboutus/skillbg01.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:20:01	1725/1725	---M--	200	added ('OK')	image/png	etag:%22406a58c-6bd-563935cee0b80%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-1.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-1.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default1.css)
11:20:02	1751/1751	---M--	200	added ('OK')	image/png	etag:%22406a591-6d7-56393716f1180%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-5.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-5.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default5.css)
11:20:02	63321/63321	---M--	200	added ('OK')	image/jpeg	etag:%22406a542-f759-55ee495c7b180%22	http://nayrathemes.com/demo/html/startkit/assets/img/aboutus/video-bg.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/aboutus/video-bg.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:20:03	104877/104877	---M--	200	added ('OK')	image/jpeg	etag:%22406a550-199ad-55ee41934d300%22	http://nayrathemes.com/demo/html/startkit/assets/img/breadcumb-bg.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/breadcumb-bg.jpg	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:20:04	1815/1815	---M--	200	added ('OK')	image/png	etag:%22406a593-717-563937b728b80%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-7.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-7.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default7.css)
11:20:04	1555/1555	---M--	200	added ('OK')	image/png	etag:%22406a59d-613-563937bec9d80%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-7.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-7.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default7.css)
11:20:04	130615/130615	---M--	200	added ('OK')	image/png	etag:%22406a574-1fe37-55e42cecdce80%22	http://nayrathemes.com/demo/html/startkit/assets/img/homepage/pricing/pricingbg.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/homepage/pricing/pricingbg.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/style.css)
11:20:04	1468/1468	---M--	200	added ('OK')	image/png	etag:%22406a59f-5bc-5639384fbf380%22	http://nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-9.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/owlbtn-hover-9.png	(from http://nayrathemes.com/demo/html/startkit/assets/css/colors/default10.css)
11:20:05	507/507	---M--	200	added ('OK')	image/png	etag:%22406a5d9-1fb-55eee71addb80%22	http://nayrathemes.com/demo/html/startkit/assets/img/service/serviceicon03.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/service/serviceicon03.png	(from http://nayrathemes.com/demo/html/startkit/service.html)
11:20:05	1009/1009	---M--	200	added ('OK')	image/png	etag:%22406a5da-3f1-55eee72467200%22	http://nayrathemes.com/demo/html/startkit/assets/img/service/serviceicon04.png	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/service/serviceicon04.png	(from http://nayrathemes.com/demo/html/startkit/service.html)
11:20:06	23647/23647	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b4-5c5f-55ef7c6839b00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio02.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio02.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:20:07	23998/23998	---M--	200	added ('OK')	image/jpeg	etag:%22406a5b7-5dbe-55ef7c84d5e80%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio05.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/3-column/portfolio05.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-3-column.html)
11:20:09	12186/12186	---M--	200	added ('OK')	image/jpeg	etag:%22406a5cd-2f9a-55eef9dba9a00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio10.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio10.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
11:20:10	22214/22214	---M--	200	added ('OK')	image/jpeg	etag:%22406a5c4-56c6-55eef9787b000%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio01.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio01.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
11:20:10	16413/16413	---M--	200	added ('OK')	image/jpeg	etag:%22406a5d3-401d-55eefa059fd00%22	http://nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio16.jpg	C:/My%20Web%20Sites/startkit/nayrathemes.com/demo/html/startkit/assets/img/portfolio/4-column/portfolio16.jpg	(from http://nayrathemes.com/demo/html/startkit/portfolio-4-column.html)
